date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
6/27/2019,Miami,First Debate,Buttigieg,We have no idea which of our most important allies he will have pissed off worse between now and then. What we know is that our relationship with the entire world needs to change. And it starts by modelling American values at home.,43,1,0,4.33
6/27/2019,Miami,First Debate,Todd,"OK. Mr. Vice President, I'm trying to be quick.",9,0,0,3.4
6/27/2019,Miami,First Debate,Biden,We know NATO will fall apart if he is elected four more years. It's the single most consequential alliance in the history of the United States.,26,1,0,4.26
6/27/2019,Miami,First Debate,Todd,OK. Senator Sanders?,3,0,0,5.33
6/27/2019,Miami,First Debate,Sanders,It's not one country. I think it is rebuilding trust in the United Nations and understand that we can solve...,20,1,0,4.1
6/27/2019,Miami,First Debate,Todd,"OK, got it.",3,0,0,2.33
6/27/2019,Miami,First Debate,Sanders,"... conflicts without war, but with diplomacy.",7,1,0,5.83
6/27/2019,Miami,First Debate,Todd,Senator Harris?,2,0,0,6.5
6/27/2019,Miami,First Debate,Harris,All the members of the NATO alliance.,7,1,1,4.29
6/27/2019,Miami,First Debate,Todd,Senator Gillibrand?,2,0,0,8.5
6/27/2019,Miami,First Debate,Gillibrand,President Trump is hell-bent on starting a war with Iran. My first act...,13,1,1,4.0
6/27/2019,Miami,First Debate,Todd,Right.,1,0,0,5.0
6/27/2019,Miami,First Debate,Gillibrand,"... will be to engage Iran to stabilize the Middle East and make sure we do not start an unwanted, never-ending war.",22,1,1,4.05
6/27/2019,Miami,First Debate,Todd,"Thank you. Senator Bennet, quickly.",5,0,0,5.6
6/27/2019,Miami,First Debate,Bennet,Our European allies and every Latin American country that's willing to have a conversation about how to deal with the refugee crisis.,22,1,0,4.78
6/27/2019,Miami,First Debate,Todd,OK.         And Congressman Swalwell?,4,0,0,6.0
6/27/2019,Miami,First Debate,Swalwell,"My first act in foreign policy, we're breaking up with Russia and making up with NATO.",16,1,1,4.0
6/27/2019,Miami,First Debate,Maddow,Thank you all. Thank you all. We have one...,9,0,0,3.44
6/27/2019,Miami,First Debate,Bennet,That's a good plan.,4,1,0,2.8
6/27/2019,Miami,First Debate,Maddow,"... last question for Vice President Biden tonight. You made your decades of experience in foreign policy a pillar of your campaign, but when the time came to say yes or no on one of the most consequential foreign policy decisions of the last century, you voted for the Iraq war. You have since said you regret that vote. But why should voters trust your judgment when it comes to making a decision about taking the country to war the next time?",82,0,0,4.38
6/27/2019,Miami,First Debate,Biden,"Because once we -- once Bush abused that power, what happened was, we got elected after that. I made sure -- the president turned to me and said, Joe, get our combat troops out of Iraq. I was responsible for getting 150,000 combat troops out of Iraq, and my son was one of them. I also think we should not have combat troops in Afghanistan. It's long overdue. It should end. And, thirdly, I believe that you're not going to find anybody who has pulled together more of our alliances to deal with what is the real stateless threat out there. We cannot go it alone in terms of dealing with terrorism. So I would eliminate the act that allowed us to go into war, and not -- the AUMF, and make sure that it could only be used for what its intent was, and that is to go after terrorists, but never do it alone. That's why we have to repair our alliances. We put together 65 countries to make sure we dealt with ISIS in Iraq and other places. That's what I would do. That's what I have done. And I know how to do it.",198,1,0,3.86
6/27/2019,Miami,First Debate,Maddow,"Senator Sanders, 30 seconds.",4,0,0,5.75
6/27/2019,Miami,First Debate,Sanders,"One of the differences -- one of the differences that Joe and I have in our record is Joe voted for that war, I helped lead the opposition to that war, which was a total disaster. (APPLAUSE)         Second of all, I helped lead the effort for the first time to utilize the War Powers Act to get the United States out of the Saudi-led intervention in Yemen, which is the most horrific humanitarian disaster on Earth.         (APPLAUSE)         And thirdly, let me be very clear. I will do everything I can to prevent a war with Iran, which would be far worse than disastrous war with Iraq.",106,1,0,4.17
6/27/2019,Miami,First Debate,Maddow,"Senator Sanders, thank you.",4,0,0,5.5
6/27/2019,Miami,First Debate,Todd,"All right, guys.",3,0,0,4.0
6/27/2019,Miami,First Debate,Biden,... American people.,3,1,0,7.0
6/27/2019,Miami,First Debate,Todd,"We got -- good news is, you get more time to talk, but I have to sneak in one more break.",21,0,0,3.2
6/27/2019,Miami,First Debate,Maddow,We'll be right back.,4,0,0,3.0
6/27/2019,Miami,First Debate,Todd,We'll be right back with more debate.,7,0,0,3.62
6/27/2019,Miami,First Debate,Holt,"We are back from Miami. Now, each candidate will have a final chance to make their case to the voters, 45 seconds each. We begin with Congressman Swalwell.",28,0,0,4.39
6/27/2019,Miami,First Debate,Swalwell,"We can't be a forward-looking party if we look to the past for our leadership. I'm a congressman, but also a father of a 2-year-old and an infant. When I'm not changing diapers, I'm changing Washington. Most of the time, the diapers smell better. I went to Congress at 31, and I found a Washington that doesn't work for people like you and me. It's made of the rich and the disconnected. I was the first in my family to go to college and have student loan debt. And so I have led the effort to elect the next generation of members of Congress, and we have a moment to seize. This is a can-do generation. This is the generation that will end climate chaos. This is the generation that will solve student loan debt. And this is the generation that will say enough is enough and end gun violence. This generation demands bold solutions. That's why I'm running for president.",161,1,1,3.93
6/27/2019,Miami,First Debate,Holt,"Congressman, thank you.",3,0,0,6.33
6/27/2019,Miami,First Debate,Guthrie,"Ms. Williamson, 45 seconds for your closing.",7,0,0,5.0
6/27/2019,Miami,First Debate,Williamson,"I'm sorry we haven't talked more tonight about how we're going to beat Donald Trump. I have an idea about Donald Trump. Donald Trump is not going to be beaten just by insider politics talk. He's not going to be beaten just somebody who has plans. He's going to be beaten by somebody who has an idea what this man has done. This man has reached into the psyche of the American people and he has harnessed fear for political purposes. So, Mr. President, if you're listening, I want you to hear me, please. You have harnessed fear for political purposes and only love can cast that out. So I, sir, I have a feeling you know what you're doing. I'm going to harness love for political purposes. I will meet you on that field. And, sir, love will win.",140,1,0,3.9
6/27/2019,Miami,First Debate,Guthrie,"Ms. Williamson, thank you.",4,0,0,5.0
6/27/2019,Miami,First Debate,Diaz-Balart,Senator Bennet?,2,0,0,6.5
6/27/2019,Miami,First Debate,Bennet,"Thank you. Thank you. My mom and her parents came to the United States to rebuild their shattered lives, in the only country that they could. Three hundred years before that, my parents' family came searching religious freedom here. The ability for one generation to do better than the next is now severely at risk in the United States, especially among children living in poverty like the ones I used to work for in the Denver public schools. That's why I'm running for president. I've had two tough races in Colorado, but by bringing people together, not by making empty promises. And I believe we need to build a broad coalition of Americans to beat Donald Trump, end the corruption in Washington, and build a new era of American democracy and American opportunity. This is going to be hard to do, but it's what our parents would have expected, it's what our kids deserve. I hope you join me in this effort. Thank you.",164,1,0,4.33
6/27/2019,Miami,First Debate,Maddow,Senator.,1,0,0,7.0
6/27/2019,Miami,First Debate,Diaz-Balart,Thank you.,2,0,0,4.0
6/27/2019,Miami,First Debate,Todd,Governor Hickenlooper?,2,0,0,10.0
6/27/2019,Miami,First Debate,Hickenlooper,"I'm a small-business owner who brought that same scrappy spirit to big Colorado, one of the most progressive states in America. We expanded reproductive health to reduce teenage abortion by 64 percent. We were the first state to legalize marijuana, and we transformed our justice system in the process. We passed universal background checks in a purple state. We got to near universal health care coverage. We attacked climate change with the toughest methane regulations in the country. And for the last three years, we've been the number-one economy in America. You don't need big government to do big things. I know that because I'm the one person up here who's actually done the big progressive things everyone else is talking about. If we turn towards socialism, we run the risk of helping to re-elect the worst president in American history.",141,1,1,4.6
6/27/2019,Miami,First Debate,Todd,"Thank you, Governor.",3,0,0,5.33
6/27/2019,Miami,First Debate,Maddow,"Senator Gillibrand, you have the floor for 45 seconds.",9,0,0,4.89
6/27/2019,Miami,First Debate,Gillibrand,"Women in America -- women in America are on fire. We've marched, we've organized, we've run for office, and we've won. But our rights are under attack like never before by President Trump and the Republicans who want to repeal Roe v. Wade, which is why I went to the front lines in Georgia to fight for them. As president, I will take on the fights that no one else will. I stood up to the Pentagon and repealed ""don't ask/don't tell."" I've stood up to the banks and voted against the bailout twice. I've stood up to Trump more than any other senator in the U.S. Senate. And I have the most comprehensive approach for getting money out of politics with publicly funded elections to deal with political corruption. Now is not the time to play it safe. Now is not the time to be afraid of firsts. We need a president who will take on the big challenges, even if she stands alone. Join me in fighting for this.",171,1,1,3.91
6/27/2019,Miami,First Debate,Maddow,"Senator Gillibrand, thank you.",4,0,0,6.25
6/27/2019,Miami,First Debate,Holt,"Mr. Yang, you have 45 seconds for your closing.",9,0,0,4.0
6/27/2019,Miami,First Debate,Yang,"First, I want to thank everyone who put me on this stage tonight. I am proof that our democracy still works. Democrats and Americans around the country have one question for their nominee, and that is, who can beat Donald Trump in 2020? That is the right question. And the right candidate to beat Donald Trump will be solving the problems that got Donald Trump elected, and we'll have a vision of a trickle-up economy that is already drawing thousands of disaffected Trump voters, conservatives, independents, and libertarians, as well as Democrats and progressives.         I am that candidate. I can build a much broader coalition to beat Donald Trump. It is not left; it is not right. It is forward. And that is where I'll take the country in 2020.",130,1,0,4.45
6/27/2019,Miami,First Debate,Holt,"Mr. Yang, thank you.",4,0,0,3.5
6/27/2019,Miami,First Debate,Guthrie,"Senator Harris, Senator Harris, the floor is yours.",8,0,0,5.12
6/27/2019,Miami,First Debate,Harris,"Thank you. Well, I just want to leave you with a couple of things. One, we need a nominee who has the ability to prosecute the case against four more years of Donald Trump, and I will do that. Second, this election is about you. This is about your hopes and your dreams and your fears and what wakes you up at 3 o'clock in the morning. And that's why I have what I call a 3 a.m. agenda that is about everything from what we need to do to deliver health care to how you will be able to pay the bills by the end of the month. And when I think about what our country needs, I promise you, I will be a president who leads with a sense of dignity, with honesty, speaking the truth, and giving the American family all that they need to get through the end of the month in a way that allows them to prosper. So I hope to earn your support, and please join us at kamalaharris.org.",176,1,1,3.74
6/27/2019,Miami,First Debate,Guthrie,"Senator, thank you.",3,0,0,5.0
6/27/2019,Miami,First Debate,Diaz-Balart,"Mayor Buttigieg, 45 seconds.",4,0,0,5.75
6/27/2019,Miami,First Debate,Buttigieg,"Nothing about politics is theoretical for me. I've had the experience of writing a letter to my family, putting it in an envelope marked ""just in case,"" and leaving it where they would know where to find it in case I didn't come back from Afghanistan.         I've experienced being in a marriage that exists by the grace of a single vote on the U.S. Supreme Court. And I have the experience of guiding a community where the per capita income was below $20,000 when I took office into a brighter future.         I'm running because the decisions we make in the next three or four years are going to decide how the next 30 or 40 go. And when I get to the current age of the current president in the year 2055, I want to be able to look back on these years and say my generation delivered climate solutions, racial equality, and an end to endless war.         Help me deliver that new generation to Washington before it's too late.",170,1,0,4.03
6/27/2019,Miami,First Debate,Todd,"Thank you.         Senator Sanders, 45 seconds, the floor is yours.",10,0,0,4.6
6/27/2019,Miami,First Debate,Sanders,"I suspect people all over the country who are watching this debate are saying, these are good people, they have great ideas. But how come nothing really changes? How come for the last 45 years wages have been stagnant for the middle class? How come we have the highest rate of childhood poverty? How come 45 million people still have student debt? How come three people own more wealth than the bottom half of America?         And here is the answer, nothing will change unless we have the guts to take on Wall Street, the insurance industry, the pharmaceutical industry, the military-industrial complex, and the fossil fuel industry. If we don't have the guts to take them on, we'll continue to have plans, we'll continue to have talk, and the rich will get richer, and everybody else will be struggling.",139,1,0,4.45
6/27/2019,Miami,First Debate,Todd,"Thank you, Senator.",3,0,0,5.0
6/27/2019,Miami,First Debate,Maddow,"And lastly, we'll hear from Vice President Biden. Sir, you have 45 seconds.",13,0,0,4.14
6/27/2019,Miami,First Debate,Biden,"Thank you very much.         I'm ready to lead this country because I think it's important we restore the soul of this nation. This president has ripped it out. It's the only president in our history who has equated racists and white supremacists with ordinary and decent people. He's the only president who has, in fact, engaged and embraced dictators and thumbed their nose at our allies.         I'm, secondly, running for president because I think we have to restore the backbone of America, the poor and hardworking middle class people. You can't do that without replacing them with the dignity they once had.         Last thing, we've got to unite the United States of America, as much as anybody says we can't. If we do, there's not a single thing the American people can't do. This is the United States of America. We can do anything if we're together, together. So God bless you all and may God protect our troops.",159,1,0,4.17
6/27/2019,Miami,First Debate,Maddow,"Vice President Biden, thank you.",5,0,0,5.2
6/27/2019,Miami,First Debate,Guthrie,"We want to thank our candidates. We've had two nights of spirited debate on a range of issues. Twenty candidates in all. We want to thank all of the candidates, last night and tonight.",34,0,0,4.14
6/27/2019,Miami,First Debate,Todd,"Seriously, it takes guts to run and stick your neck out like this. To you guys and to the 10 last night, thanks for having the guts to do it.",30,0,0,3.6
6/27/2019,Miami,First Debate,Maddow,I would also like to thank the audience for completely ignoring our suggestion not to react. You made it a lot more fun.,23,0,0,4.17
6/27/2019,Miami,First Debate,Diaz-Balart,"Also thanks to the Democratic National Committee, and the Florida Democratic Party.",12,0,0,5.83
6/27/2019,Miami,First Debate,Holt,"And, of course, thank you to everyone at the Adrienne Arsht Center for hosting us here, and our terrific audience, as Chuck mentioned.",23,0,0,4.65
6/27/2019,Miami,First Debate,Maddow,Terrific.,1,0,0,8.0
6/27/2019,Miami,First Debate,Holt,"For Savannah, Jose, Chuck, and Rachel, I'm Lester Holt. Good night, everyone, from Miami.",14,0,0,4.47
7/30/2019,Detroit,Second Debate,Tapper,"Welcome back to the CNN Democratic Presidential Debate. Candidates, we’re about to begin opening statements, but first overview of the ground rules that your campaigns agreed to earlier this month to ensure a fair debate. As moderators, we will attempt to guide the discussion.",44,0,0,5.04
7/30/2019,Detroit,Second Debate,Tapper,"You will each receive one minute to answer questions, 30 seconds for responses in rebuttals and 15 additional seconds if a moderator asks for a clarification. The timing lights will remind you of these limits. Please respect that and please refrain from interrupting your fellow candidates during their allotted time.",50,0,0,5.28
7/30/2019,Detroit,Second Debate,Tapper,A candidate infringing on another candidate’s time will have his or her time reduced. We also want to ask our audience inside the historic Fox theater to remain silent when the candidates are actively debating. The candidates need to be able to hear the questions and hear one another,49,0,0,4.66
7/30/2019,Detroit,Second Debate,Diana,"Time now for opening statements, you’ll each receive one minute. Governor Steve Bullock, please begin.",15,0,0,5.19
7/30/2019,Detroit,Second Debate,Bullock,"Thanks Diana. I come from a state where a lot of people voted for Donald Trump. Let’s not kid ourselves. He will be hard to beat. Yet watching that last debate, folks seem more concerned about scoring points or are doing each other with wishlist economics.",46,1,1,4.34
7/30/2019,Detroit,Second Debate,Bullock,"Then making sure Americans know we hear their voices and it will help their lives. Look, I’m a pro choice, pro union, populist Democrat, that won three elections in a red state. Not by compromising our values, but by getting stuff done. That’s how we win back the places we lost.",51,1,1,4.11
7/30/2019,Detroit,Second Debate,Bullock,"Showing up, listening, focusing on the challenges of every day Americans. That farmers are getting hit right now by Trump’s trade wars, that teacher work in a second job just to afford her insulin. They can’t wait for revolution. Their problems are on the here and now.",47,1,1,4.37
7/30/2019,Detroit,Second Debate,Bullock,I’m a progressive. Emphasis on progress and I’m running for president to get stuff done for all of those Americans Washington has left behind.,24,1,1,4.42
7/30/2019,Detroit,Second Debate,Diana,Marianne Williamson.,2,0,0,9.0
7/30/2019,Detroit,Second Debate,Williamson,"Thank you. In 1776 our founders brought forth on this planet an extraordinary new possibility. It was the idea that people, no matter who they were, would simply have the possibility of thriving. We have not ever totally actualized this ideal, but at the times when we have done best, we have tried.",53,1,0,4.51
7/30/2019,Detroit,Second Debate,Williamson,"And when forces have opposed them, generations of Americans have risen up and pushed back against those forces. We did that with abolition and with women’s suffrage and with civil rights and now it is time, a generation of Americans to rise up again.",44,1,0,4.49
7/30/2019,Detroit,Second Debate,Williamson,"For an amoral economic system has turned short term profits for huge multinational corporations into a false god and this new false god takes precedence over the safety and the health and the wellbeing of we, the American people and the people of the world and the planet on which we live. Conventional politics will not solve this problem because conventional politics is part of the problem. We, the American people must rise up and do what we do best and create a new possibility. Say no to what we don’t want and yes to what we know can be true.",101,1,0,4.33
7/30/2019,Detroit,Second Debate,Williamson,I’m Marianne Williamson and that’s why I’m running for president.,10,1,0,4.0
7/30/2019,Detroit,Second Debate,Diana,Congressman John Delaney.,3,0,0,7.33
7/30/2019,Detroit,Second Debate,Delaney,"Folks, we have a choice. We can go down the road that Senator Sanders and Senator Warren want to take us with bad policies like Medicare for All, free everything and impossible promises that’ll turn off independent voters and get Trump reelected. That’s what happened with McGovern. That’s what happened with Mondale.",52,1,0,4.67
7/30/2019,Detroit,Second Debate,Delaney,That’s what happened with Dukakis. Or we can nominate someone with new ideas to create universal healthcare for every American with choice. Someone who wants to unify our country and grow the economy and create jobs everywhere and then we win the White House. I’m the product of the American Dream.,51,1,0,4.57
7/30/2019,Detroit,Second Debate,Delaney,"I believe in it. I’m the grandson of immigrants, the son of a construction worker. My wife April, and I have four amazing daughters. I was the youngest CEO in the history of the New York Stock Exchange, created thousands of jobs and then served in Congress.",47,1,0,4.23
7/30/2019,Detroit,Second Debate,Delaney,"That’s the type of background and my platform is about real solutions, not impossible promises that can beat Trump and govern. Thank you.",23,1,0,4.62
7/30/2019,Detroit,Second Debate,Diana,Congressman Tim Ryan.,3,0,0,6.0
7/30/2019,Detroit,Second Debate,Ryan,"America is great, but not everyone can access America’s greatness. The systems that were built to lift us up are now suffocating the American people. The economic system that used to create 30, 40, $50 an hour jobs that you can have a good solid middle-class living, now force us to have two or three jobs just to get by.",60,1,1,4.06
7/30/2019,Detroit,Second Debate,Ryan,"Most families when they go to sit at the kitchen table to do their bills, they get a pit in the middle of their stomach. We deserve better. And the political system is broken too because the entire conversation is about left or right. Where are you at on the political system and I’m here to say this isn’t about left or right.",63,1,1,3.97
7/30/2019,Detroit,Second Debate,Ryan,"This is about new and better. And it’s not about reforming old systems. It’s about building new systems and tonight I will offer solutions that are bold, that are realistic and that are a clean break from the past.",39,1,1,4.15
7/30/2019,Detroit,Second Debate,Diana,Governor John Hickenlooper.,3,0,0,8.0
7/30/2019,Detroit,Second Debate,Hickenlooper,"Last year, Democrats flipped 40 Republican seats in the house and not one of those 40 Democrats supported the policies of our front runners at center stage. Now I share their progressive values, but I’m a little more pragmatic. I was out of work for two whole years until I started what became the largest brew club in America.",59,1,1,4.38
7/30/2019,Detroit,Second Debate,Hickenlooper,"And I learned the small business lessons of how to provide service and teamwork and became a top mayor. And as governor of Colorado created the number one economy in the country, we also expanded healthcare, reproductive rights. We attacked climate change head on, we beat the NRA. We did not build massive government expansions.",55,1,1,4.87
7/30/2019,Detroit,Second Debate,Hickenlooper,"Now, some will promise that we’ll tonight or a plan for tonight. Where we focused on was making sure that we got people together to get things done, to provide solutions to problems, to make sure that we worked together and created jobs. That’s how we’re going to beat Donald Trump. That’s how we’re going to win Michigan and the country.",61,1,1,4.03
7/30/2019,Detroit,Second Debate,Diana,Senator Amy Klobuchar.,3,0,0,6.33
7/30/2019,Detroit,Second Debate,Klobuchar,"Let’s get real. Tonight we debate, but ultimately we have to beat Donald Trump. My background, it’s a little different than his. I stand before you today as a granddaughter of an iron ore miner, as a daughter of a union teacher and a newspaper man.",46,1,0,4.04
7/30/2019,Detroit,Second Debate,Klobuchar,"As the first woman elected to the US Senate from the state of Minnesota and a candidate for president of the United States. That’s because we come from a country of shared dreams and I have had it with the racist attacks. I have had it with a president that says one thing on TV, that has your back and then you get home and you see those charges for prescription drugs and cable and college.",76,1,0,4.05
7/30/2019,Detroit,Second Debate,Klobuchar,"You’re going to hear a lot of promises up here, but I’m going to tell you this. Yes, I have bold ideas, but they are grounded in reality and yes, I will make some simple promises. I can win this. I’m from the Midwest and I have won every race, every place, every time, and I will govern with integrity, the integrity worthy of the extraordinary people of this nation.",70,1,0,3.88
7/30/2019,Detroit,Second Debate,Diana,"Congressman Beto O’Rourke,",3,0,0,5.5
7/30/2019,Detroit,Second Debate,O'rourke,"I’m running for president because I believe that America discovers its greatness at its moments of greatest need. This moment will define us forever and I believe that in this test, America will be redeemed. In the face of cruelty and fear from a lawless president, we will choose to be the nation that stands up for the human rights of everyone, for the rule of law for everyone.",69,1,1,4.36
7/30/2019,Detroit,Second Debate,O'rourke,"And a democracy that serves everyone. Whatever our differences, we know that before we are anything else, we are Americans first. And we will ensure that each one of us is well enough and educated enough and paid enough to realize our full potential. We will meet these challenges here at home and we will lead the world in those that we face abroad.",64,1,1,4.39
7/30/2019,Detroit,Second Debate,O'rourke,"Successfully confronting endless war and climate change. At this moment of truth, let us pursue our national promise and make a more perfect union of everyone, by everyone and for everyone.",31,1,1,5.0
7/30/2019,Detroit,Second Debate,Diana,Mayor Pete Buttigieg.,3,0,0,6.0
7/30/2019,Detroit,Second Debate,Buttigieg,I’m running for president because our country is running out of time. It is even bigger than the emergency of the Trump presidency. Ask yourself how somebody like Donald Trump ever gets within cheating distance as the Oval Office in the first place. It doesn’t happen unless America is already in a crisis.,53,1,0,4.51
7/30/2019,Detroit,Second Debate,Buttigieg,"An economy that’s not working for everyone, endless war, climate change. We have lived this. In my industrial Midwestern hometown, my generation has lived this as long as we have been alive. And it’s only accelerated. Science tells us we have 12 years before we reach the horizon of catastrophe when it comes to our climate.",56,1,0,4.47
7/30/2019,Detroit,Second Debate,Buttigieg,"By 2030 the average house in this country will cost half a million bucks and a woman’s right to choose may not even exist. We’re not going to be able to meet this moment by recycling the same arguments, policies, and politicians that have dominated Washington for as long as I have been alive.",54,1,0,4.18
7/30/2019,Detroit,Second Debate,Buttigieg,We’ve got to summon the courage to walk away from the past and do something different. This is our shot. That is why I’m running for president.,27,1,0,3.86
7/30/2019,Detroit,Second Debate,Diana,Senator Elizabeth Warren.,3,0,0,7.33
7/30/2019,Detroit,Second Debate,Warren,"Donald Trump disgraces the office of president every single day. And anyone on this stage tonight or tomorrow night would be a far better president. I promise no matter who our candidate is, I will work my heart out to beat Donald Trump and to elect a democratic Congress, but all problems didn’t start with Donald Trump.",57,1,0,4.47
7/30/2019,Detroit,Second Debate,Warren,"Donald Trump is part of a corrupt, rigged system that has helped the wealthy and the well connected and kicked dirt in the faces of everyone else. We’re not going to solve the urgent problems that we face with small ideas and spinelessness. We’re going to solve them by being the Democratic Party of big structural change.",57,1,0,4.41
7/30/2019,Detroit,Second Debate,Warren,"We need to be the party that fights for our democracy and our economy to work for everyone. I know what’s broken in this country. I know how to fix it, and I will fight to make it happen.",39,1,0,3.6
7/30/2019,Detroit,Second Debate,Diana,Senator Bernie Sanders.,3,0,0,6.67
7/30/2019,Detroit,Second Debate,Sanders,"Tonight, in America as we speak, 87 million Americans are uninsured or under-insured, but the healthcare industry made a $100 billion in profits last year. Tonight, as we speak right now, 500,000 Americans are sleeping out on the street, and yet companies like Amazon that made billions in profits, did not pay one nickel in federal income tax.",58,1,0,4.58
7/30/2019,Detroit,Second Debate,Sanders,"Tonight, half of the American people are living paycheck to paycheck, and yet 49% of all new income goes to the top 1%. Tonight, the fossil fuel industry continues to receive 100s of billions of dollars in subsidies and tax breaks while they destroy this planet.",46,1,0,4.57
7/30/2019,Detroit,Second Debate,Sanders,"We have got to take on Trump’s racism, his sexism, xenophobia, and come together in an unprecedented grassroots movement to not only defeat Trump, but to transform our economy and our government.",32,1,0,4.79
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Senator Sanders. Let’s start the debate with the number one issue for Democratic voters, healthcare. And Senator Sanders, let’s start with you. You support Medicare for All, which would eventually take private health insurance away for more than 150 million Americans in exchange for government sponsored healthcare for everyone.",51,0,0,5.28
7/30/2019,Detroit,Second Debate,Tapper,Congressman Delaney just referred to it as bad policy and previously he has called the idea political suicide that will just get president Trump reelected. What do you say to Congressman Delaney?,32,0,0,5.06
7/30/2019,Detroit,Second Debate,Sanders,"You’re wrong. Right now we have a dysfunctional healthcare system, 87 million uninsured or under-insured, 500,000 Americans every year going bankrupt because of medical bills. 30,000 people dying while the healthcare industry makes tens of billions of dollars in profit.",40,1,0,5.05
7/30/2019,Detroit,Second Debate,Sanders,"Five minutes away from here John is a country. It’s called Canada. They guarantee health care to every man, woman, and child as a human right. They spend half of what we spent. And by the way, when you end up in a hospital in Canada, you come out with no bill at all. Healthcare is a human right, not a privilege.",62,1,0,3.81
7/30/2019,Detroit,Second Debate,Sanders,"I believe that, I will fight for that.",8,1,0,3.62
7/30/2019,Detroit,Second Debate,Tapper,Thank you Senator Sanders. Congressman Delaney.,6,0,0,6.67
7/30/2019,Detroit,Second Debate,Delaney,"Well, I’m right about this. We can create a universal healthcare system to give everyone basic healthcare for free and I have a proposal to do it. But we don’t have to go around and be the party of subtraction and telling half the country who has private health insurance that their health insurance is illegal.",56,1,0,4.31
7/30/2019,Detroit,Second Debate,Delaney,"My Dad, the union electrician, loved the healthcare he got from the IBEW. He would never want someone to take that away. Half of Medicare beneficiaries now have Medicare advantage, which is private insurance or supplemental plans. It’s also bad policy. It’ll underfund the industry.",45,1,0,4.85
7/30/2019,Detroit,Second Debate,Tapper,Thank you Congressman.,3,0,0,6.33
7/30/2019,Detroit,Second Debate,Delaney,Many hospitals will close and it’s bad policy.,8,1,0,4.11
7/30/2019,Detroit,Second Debate,Tapper,"Senator Sanders, I want to-",5,0,0,4.2
7/30/2019,Detroit,Second Debate,Warren,My name was also mentioned in this-,7,1,0,4.0
7/30/2019,Detroit,Second Debate,Tapper,"We’re going to come to you in one second, but let me go to Senator Sanders right now. Senator Sanders.",20,0,0,3.76
7/30/2019,Detroit,Second Debate,Sanders,"The fact of the matter is tens of millions of people lose their health insurance every single year when they change jobs, when their employer changes that insurance. If you want stability in the health care system, if you want a system which gives you freedom of choice with regard to doctor or hospital.",54,1,0,4.57
7/30/2019,Detroit,Second Debate,Sanders,"Which is a system which will not bankrupt you, the answer is to get rid of the profiteering of the drug companies-",22,1,0,4.14
7/30/2019,Detroit,Second Debate,Tapper,[crosstalk 00:15:00].,2,0,0,3.75
7/30/2019,Detroit,Second Debate,Sanders,And the insurance companies-,4,1,0,6.0
7/30/2019,Detroit,Second Debate,Tapper,Thank you sir.,3,0,0,3.67
7/30/2019,Detroit,Second Debate,Sanders,… [crosstalk 00:15:02]-,3,1,0,3.75
7/30/2019,Detroit,Second Debate,Warren,[crosstalk 00:15:03].,2,1,0,3.75
7/30/2019,Detroit,Second Debate,Delaney,"But now he’s talking about a different issue. What I’m talking about is really simple. We should deal with the tragedy of the uninsured and give everyone healthcare as a right, but why do we got to be the party of taking something away from?",45,1,0,4.06
7/30/2019,Detroit,Second Debate,Warren,No. No one is the party-,6,1,0,2.83
7/30/2019,Detroit,Second Debate,Tapper,[crosstalk 00:15:15].,2,0,0,3.75
7/30/2019,Detroit,Second Debate,Delaney,That’s what they’re running on. They’re running on telling half the country that your health insurance is illegal. It says it right in the bill. We don’t have to do that. We can give everyone healthcare and allow people to have choice. That’s the American way.,46,1,0,4.0
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Congressman. Senator Warren.",5,0,0,6.4
7/30/2019,Detroit,Second Debate,Warren,"So look, let’s be clear about this. We are the Democrats. We are not about trying to take away healthcare from anyone. That’s what the Republicans are trying to do and we should stop using Republican talking points in order to talk with each other about how to best provide that health care.",53,1,0,4.22
7/30/2019,Detroit,Second Debate,Warren,"Now, I want to have a chance to tell the story about my friend Eddie Barkat. Eddie is 35 years old. He has a wife, Rachel. He has a cute little boy named Carl. He also has ALS and it’s killing him. And he has health insurance, good health insurance-",50,1,0,3.73
7/30/2019,Detroit,Second Debate,Tapper,Senator.,1,0,0,7.0
7/30/2019,Detroit,Second Debate,Warren,And it’s not nearly enough. [crosstalk 00:16:11] important-,8,1,0,4.09
7/30/2019,Detroit,Second Debate,Tapper,"Senator. I’m staying with you. I’m staying with you, but you’ve exceeded your time and so let me just stay with you on Medicare for All.",26,0,0,3.59
7/30/2019,Detroit,Second Debate,Warren,All right.,2,1,0,4.0
7/30/2019,Detroit,Second Debate,Tapper,"At the last debate you said, your quote with Bernie on Medicare for All. Now Senator Sanders has said that people in the middle class will pay more in taxes to help pay for Medicare for All though that will be offset by the elimination of insurance premiums and other costs.",51,0,0,4.33
7/30/2019,Detroit,Second Debate,Tapper,Are you also quote with Bernie on Medicare for All when it comes to raising taxes on middle class Americans to pay for it?,24,0,0,4.08
