date,debate_name,debate_section,speaker,speech,speaking_time_seconds
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Tom Steyer,I bought stock in a prison company thinking they’d do a better job and I investigated and I sold it.,4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Joe Biden,"But you knew, you knew when you bought it they had done that.",3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Tom Steyer,"I get to answer this question. And in fact, since then I’ve worked to end the use of private prisons in my home state and we’ve ended it. I’ve started a bank to support black ownership of businesses, women ownership of businesses, and Latino owners of businesses. Because this financial service industry is prejudice. I have worked tirelessly on this and you know I’m right. You wrote the Crime Bill that you call-",24.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Joe Biden,Where we come from that’s called Tommy come lately.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Tom Steyer,"The Joe Biden Crime Bill, that put hundreds of thousands of young black and Latino men in prison.",5.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,"Okay, let me say something.",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Tom Steyer,There’s something going on here.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you Mr. Steyer.,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Tom Steyer,I have worked for racial justice completely and that is an absolute unfair statement.,6.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,All I know-,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Joe Biden,Tommy come lately.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,"If we spend the next four months tearing our party apart, we’re going to watch Donald Trump spend the next four years tearing our country apart.",9.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Joe Biden,Look.,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Amy Klobuchar,"So my argument here is that we need to get back to what’s happening right now. We have a clear choice of who’s going to lead this party. And I am the only one in the New Hampshire debate, when asked if we had a problem with a Socialist leading the ticket, that raise my hand. I like Bernie. We came in together to the Senate. But I do not think that this is the best person to lead the ticket. And if you want to talk about getting things done and come make a comparison. According to Vanderbilt University in Tennessee, last Congress, I was the most effective Democrat in the US Senate on 15 metrics. Bernie and Elizabeth were in the bottom half. It matters. It matters if you can actually get things done. It is not just who talks to the best, who actually gets things done. And especially with the African American community, there have been a lot of broken promises. And I think having someone that keeps their promises and follows through and is going to get things done for this people, matters. [crosstalk 00:07:53].",61.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Gayle King,"Mayor Bloomberg, please.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,"Let’s just go on the record. They talk about 40 Democrats. 21 of those were people that I spent $100 million to help elect. All of the new Democrats that came in and put Nancy Pelosi in charge and gave the Congress the ability to control this president, I got them. Number two, when you talk about money, let’s put this in perspective. The federal budget is four and a half trillion dollars a year. We get three and a half trillion dollars in revenue. We lose $1 trillion a year. That’s why the federal budget deficit is … Right now, the debt is $20 trillion going up to 21. We just cannot afford some of the stuff people talk about. But if you … Let me finish. If you keep on going, we will elect Bernie. Bernie will lose to Donald Trump. And Donald Trump and the House and the Senate and some of the State Houses will all go red. And then between gerrymandering and appointing judges, for the next 20 or 30 years, we’re going to live with this catastrophe.",61.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Mayor Bloomberg, thank you. I will allow Senator Sanders a quick response and then Senator Warren.",3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,"Thank you very much, Norah.",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator Sanders, a quick response and then Senator-",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,"Thank you very much. Mayor Bloomberg has a solid and strong and enthusiastic base of support. Problem is they’re all billionaires. If you look … On the other hand, of the last 50 polls that have been done nationally, Mr. Bloomberg, I beat Trump 47 of those 50 times. If you look at battleground States like Michigan, Wisconsin, and Pennsylvania, polling just done.",32.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,The polls aren’t the election.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,"I beat Trump. And if you want to be Trump, what you’re going to need is an unprecedented, grassroots movement of black and white and Latino, Native American and Asian people that was standing up and fighting for justice.",16.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you.,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,That’s what our movement is about.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,Can anybody in the room imagine moderate Republicans going over and voting for him?,4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Bernie Sanders,Absolutely.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Michael Bloomberg,And you have to that or you can’t win.,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,Thank you. Senator Warren.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,"That is the problem. And that is that a progressive agenda is popular, Mayor Bloomberg. And for everyone on this stage, we talk about how to build a future. That’s what matters. I talk to people in selfie lines every day who tell me about the importance of getting real help on healthcare. It’s why I also have a way to pay for healthcare that doesn’t raise taxes on middle-class families. But it’s so much more than that. As Democrats, we need to speak to the future we can build together. We need to speak to the prosperity we can build together. How about a wealth tax in America? Because with a 2 cent tax on just the top one 10th of 1%, we have a chance to invest in universal childcare for every one of our babies. To really level the playing field. Put $50 billion into historically black colleges and universities. And start closing the racial wealth gap by canceling student loan debt for 43 million Americans. We need to talk about our aspirations, our hopes. This is a moment to choose hope over fear.",67.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator, thank you.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Elizabeth Warren,This is our moment.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 1: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator, thank you. We have to take a quick break. When we come back, the Democratic Presidential Debate continues right after this. Only on CBS.",
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"I’m Gayle King, with Norah O’Donnell. Joining us now on the questions here in Charleston, South Carolina are our CBS news colleagues, the A Team, Bill Whitaker of 60 Minutes, Chief Washington Correspondent, that’s Major Garrett, and Margaret Brennan, moderator of Face the Nation. We’re going to begin with you, Vice President Biden, for this part. Just across the street, as you mentioned at the top of the debate, is a theater where nine people were shot and killed inside the Mother Emanuel Church. We all remember that day back in 2015. And every day in our country, over 100 people die from gun violence. You all have plans, I know, on this stage to address the gun crisis, but Congress has not been able to pass a major gun legislation in a quarter of a century. And just think about this. In those 25 years, we’ve had Columbine, Newtown, Parkland, Las Vegas. We could go on and on. Vice President Biden, I want to start with you. Why should anyone have faith that you’re the one who can get this done now?",58.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Because I’m the only one that ever got it done, nationally. I beat the NRA twice. I got assault weapons banned. I got magazines that could not hold more than 10 rounds in them, I got them eliminated, except we had a thing called an election with hanging chads in Florida, and it was not reauthorized. In addition to that, I passed the Brady Bill with waiting periods. I led that fight. But my friend on my right and others have in fact also given to the gun manufacturers absolute immunity. Imagine if I stood here and said, “We give immunity to drug companies. We give immunity to tobacco companies.” That has caused carnage on our streets. 150 million people have been killed since 2007, when Bernie voted to exempt the gun manufacturers from liability. More than all the wars, including Vietnam from that point on. Carnage on our street, and I want to tell you, if I’m elected, NRA, I’m coming for you, and gun manufacturers, I’m going to take you on and I’m going to beat you. I’m the only one who’s done it.",59.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,That’s why we’ve got to change what Washington can deliver.,3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Yes, this is about being able to dig in and talk about what really it’s going to take to get something done. I’ve been in the Senate when I’ve seen gun safety legislation introduced, get a majority, and then doesn’t pass because of the filibuster. Understand this, the filibuster is giving a veto to the gun industry. It gives a veto to the oil industry. It’s going to give a veto on immigration. Until we’re willing to dig in and say that if Mitch McConnell is going to do to the next Democratic president what he did to President Obama, and that is try to block every single thing he does, that we are willing to roll back the filibuster, go with a majority vote, and do what needs to be done for the American people.",48.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Thank you, Senator. We’re going to stay on this topic and allow Senator-",3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Okay, but [crosstalk 00:03:01] votes to change that. We’re going to beat Mitch McConnell.",0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,Thank you.,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Understand this, many people on this stage do not support rolling back the filibuster.",7.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Time, Senator. Thank you. Time, Senator.",0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Until we’re ready to do that, we can’t make real change.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator, I want to allow Senator Sanders to respond, because you’ve gone after the insurance industry. You’ve taken on pharmaceutical companies and you’ve taken on big tech. Why did you vote repeatedly to give gun manufacturers a pass?",16.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"You know, Joe has voted for terrible trade agreements. No, no, no, no, no. Joe voted for the war in Iraq. My point was … not to be … I have cast thousands of votes, including bad votes. That was a bad vote. I have today a D minus voting record from the NRA. 30 years ago, I likely lost a race for the one seat for Congress in Vermont because 30 years ago I supported a ban on assault weapons.",41.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,And [crosstalk 00:04:06].,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"30 years ago. Right now my view is we need to expand background checks and the gun show loophole and do what the American people want, not what the NRA wants.",13.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Okay, but wait a second [crosstalk 00:04:21] the opposition to the filibuster is not a discretion from a long time ago.",6.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Michael Bloomberg,"Time out. I think she recognized me, thank you. I have a six million person organization around this country, Moms Demand Action, in every town. We have put background checks. We’ve got background checks in 20 states. So you can do it. It’s Congress that can’t seem to do it and I don’t know why we think they’re going to do it. The Vice President voted for a death bill and supported the NRA, and certainly Sanders has supported the NRA. But we can do this. We just got to stop talking about it. They want it both ways.",30.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"But the way we do it is having someone leading the ticket from a part of the country that we actually need the votes, so I have long supported the assault weapon ban. I am the author of the bill to close the boyfriend loophole that says that domestic abusers can’t go out and get an AK-47.",16.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,I wrote that law.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"That bill, along with … You didn’t write that bill.",3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"I did write that. I wrote the bill, the Violence Against Women Act that took-",4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Okay, you did that.",0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,… out of the hands of people who abused or-,3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Okay, we’ll have a fact check, look at this-",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"… Wait, no. Let’s look at the fact check.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"… Oh, my goodness.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"The only thing, that the boyfriend loophole was not covered. I couldn’t get that covered. You, in fact, as a Senator, tried to get it covered, and Mitch McConnell is holding up on his desk right now and we’re going to lose the Violence Against Women Act across the board.",14.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Okay, so if I could finish. I have the bill … anyone can check it out … to close the boyfriend loophole, also to close the Charleston loophole, is another bill that’s out there, universal background checks. But let me say how we win this. We’ve got to win in the middle of the country, and while everyone talks about winning rural areas, suburban areas, I’m the only one up here with the receipts that has actually repeatedly, while being for the assault weapon ban, won in Republican congressional districts over and over again, including Michele Bachmann’s district. So having someone that can lead the ticket, that can bring people with her, is the way you get gun safety legislation. I look at these proposals and say, do they hurt my uncle Dick in the deer stand? They do not. So coming from a proud hunting state and still being able to pass this legislation is going to be the key.",50.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Senator Klobuchar, thank you. We want to allow many people to get on this topic. Mayor Buttigieg.",5.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"I’m definitely on board with the part about sending up somebody from the middle of the country. But I want to come back to this question about the filibuster, because this is not some long ago bad vote that Bernie Sanders took. This is a current bad position that Bernie Sanders holds. And we’re in South Carolina. How are we going to deliver a revolution if you won’t even support a rule change? We are in the state where Strom Thurmond used the filibuster to block civil rights legislation repeatedly. No less a Senate traditional figure than Harry Reed has called for it to go. It has got to go, because otherwise Washington will not deliver. I was in high school when the Columbine shooting happened and I remember everybody in Washington saying, “Never again. We’ll never let this happen again.” And then a second school shooting generation has now been produced. Shame on us if we allow there to be a third.",59.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"[crosstalk 00:00:07:35]. Time’s up, Mayor Buttigieg. Time’s up, sir.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"In terms of making the case, I think it wouldn’t be a bad idea for somebody to illustrate from the perspective of a veteran why the kinds of weaponry, anything remotely like what I trained on in order to go serve in a war zone, has no business being sold anywhere near an American school or church or neighbor.",22.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right. Senator Sanders, please.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"30 years ago, supported a ban on assault weapons. Mike Bloomberg has thought it a very good organization, Moms Demand Action, congratulations. They have credit me with gun sense, as you-",13.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Michael Bloomberg,"Yes, we did.",0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"… Furthermore, furthermore, it is my view that the time is now, and Joe made this point. Look, at the end of the day, we need to rally the America people. Here is the good news. Because of all these disgusting and horrific mass shootings, the American people now understand that we must be aggressive on gun safety, not be dictated to by the NRA. And I am proud that I have a D minus voting record from the NRA. If elected president, it will get worse than that.",34.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right. Mr. Steyer, please. Mr. Steyer.",4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,"It isn’t a question of the American people deciding that we have too much gun violence. Everyone in America knows we have too much gun violence. The problem we have is that corporations have bought Washington DC. The gun manufacturers own the Senate of the United States. So even though over 90% of Americans want mandatory background checks on every gun purchase, we can’t get it through the Senate.",24.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,"So the question you have to ask yourself is how do we change the Senate of the United States in a material way? And there are two things. That’s why I am for term limits of 12 years for every congressperson and senator to change who’s in charge, to get rid of Mitch McConnell and Lindsey Graham and Ted Cruz. But I am also … Senator Sanders is right. We need to win a huge victory across the board.",26.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right, Mr. Steyer.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,Democrats need to go to the grassroots. I built one of the biggest grassroots organizations in the United States.,4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,The way to win at the grassroots is tell the truth-,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir.",0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,… and organize.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,Bill Whitaker.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,That’s what it’s going to take in 2020.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir. Bill Whitaker.",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Let’s talk about education. South Carolina’s schools score in the bottom half of the national assessment. Black students here consistently score worse than white students. Mayor Bloomberg, a key element of your response to failing schools in New York City was a dramatic increase in public charter schools. As president, would you pursue that same strategy and seek to expand charter schools nationwide?",28.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Michael Bloomberg,"I’m not sure they’re appropriate every place. I can only tell you in New York, they provided parents with an alternative to send students to them. The charter schools are mixed in with the non-charter public schools, because our charter schools are public schools as well. They’ve helped each other. Saw a statistic the other day. When I came into office, zero New York City schools were in the top 25 of the state. When I left, 23 out of 25 were from New York City. We’ve cut the gap between the rich and the poor. We’ve made an enormous difference in all of the options that parents have. I raised teacher’s salaries by 43%. I put an extra $5 billion into our school system. I value education. It is the only ways to solve the poverty problem, is to get people a good education. And rather than just talk about it in New York, we actually did it.",52.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Senator Warren.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,Senator Warren.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"So this is one thing where a president can make a big difference all by herself. And I’m going to start with my Secretary of Education. My Secretary of Education will be someone who has taught in public school. My Secretary of Education will was someone who believes in public education, and my Secretary of Education will believe that public dollars should stay in public schools. One more thing. My Secretary of Education will believe that it is time to get rid of high stakes testing. We need to support our children. But look, we want to build a future in this country. We build a future by investing in our children. I’ve got a plan to put 800 billion new federal dollars into our public schools.",45.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Thank you. Thank you, Senator.",1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,Education is not free-,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,… to our public schools. Education is not free. We must invest in the future of our children.,3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Senator Sanders?,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"Our campaign is about changing American priorities. Instead of giving tax breaks to billionaires, we’re going to have high quality universal childcare for every family in this country, because the psychologists tell us zero to four are the most important years of human development. We are going to triple funding for low-income Title One schools, because kids’ education should not depend upon the zip code in which they live. We’re going to make public colleges and universities tuition-free through a tax on Wall Street speculation, and we’re going to move to make certain that no teacher in America earns less than $60,000 a year. We want great teachers.",49.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Mayor Buttigieg.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"The best thing that we can do to support public education is to support public educators. I’m a little biased, because I’m married to one, and I get an education about education every day I come home. I have seen how teachers are being expected to dip into their own pockets to furnish their classrooms. Teachers are being expected to handle the mental health challenges that their students are facing, because we don’t have an adequate mental health system to support kids. And now some politicians, because they aren’t willing to face the need for common sense gun law, are expecting teachers to somehow transform themselves into highly trained armed guards when there’s a threat to a classroom. We have to show not only with compensation, but with support for the profession overall, our regard for those who are educating our kids. And yes, that means a Secretary of Education who will support teachers. It also means investing. I’m proposing an Education Access Corps that would show that we are going to honor our teachers a little better.",55.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,One way we can support our teachers is to cancel student loan debt.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Pass this on to Major.,1.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"Candidates, good evening. Good evening.",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,People across this country are being crushed by student loan debt. This is an issue we need to talk about.,5.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,That’s what my plan would do through the Education Access Corps.,3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"As we all know, the political conversation in our country is interactive, and because of our partner Twitter, this debate is no different. So I want to put a question from Twitter to you, Senator Klobuchar. This is from Casey Pennington. How will your policies address and ensure affordable housing and education equity for minimum wage workers?",19.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Thank you. This is one of the first times we’ve talked about housing, and I put forward an extensive policy. I think when I’ve looked at this, both in my job in local government and in the Senate, one sure way we can make sure that kids get a good start is if they have a roof over their head and a stable place to live. So the way you do that is, first of all, taking care of this Section 8 backlog of applicants. There are literally hundreds of thousands of people waiting, and I have found a way to pay for this, and a way to make sure that people get off that list and get into housing. Secondly, you create incentives for affordable housing to be built. And third, to help people pay for it.",41.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Amy Klobuchar,"And I want to make clear, given South Carolina and the rural population as well as urban, that this isn’t just an urban problem. It’s a big urban problem, but it’s also a rural problem where we have housing deserts, and people want to have their businesses located there, but they’re not able to get housing. So for me, it’s building a coalition. And I actually like to get these things done, and the way you do it is by building a coalition between urban and rural, so you can pass affordable housing and finally get it done.",30.0
